admin_project_code,admin_project_contact,bldg_use_type,bldg_use_subtype,bldg_project_status,site_country,bldg_year_permit,bldg_year_complete,bldg_year_complete_interval,bldg_QTO_type,bldg_area_definition,bldg_area_gfa,bldg_area_hfa,bldg_area_interval,bldg_users_total,bldg_floors_ag,bldg_floors_bg,bldg_struct_type,bldg_roof_type,bldg_energy_class_general,bldg_energy_class_country,bldg_certification,inv_energy_consumption,inv_mat_mass_total,inv_mat_1_type,inv_mat_1_mass,inv_mat_2_type,inv_mat_2_mass,inv_mat_3_type,inv_mat_3_mass,inv_mat_4_type,inv_mat_4_mass,inv_mat_5_type,inv_mat_5_mass,lca_RSP,lca_software,lca_database,lca_scenarios_decarbonisation,scope_parts_1_ground,scope_parts_2_structure,scope_parts_3_secondary,scope_parts_4_finishes,scope_parts_5_mechanical,scope_parts_6_electrical,scope_parts_6+_renewables,scope_parts_7_facilities,scope_parts_8_fittings,scope_LCS_A123,scope_LCS_A4,scope_LCS_A5,scope_LCS_B1,scope_LCS_B2,scope_LCS_B3,scope_LCS_B4,scope_LCS_B5,scope_LCS_B6,scope_LCS_B7,scope_LCS_B8,scope_LCS_C1,scope_LCS_C2,scope_LCS_C3,scope_LCS_C4,scope_LCS_D,scope_handling_D,GHG_A123_m2a,GHG_A45_m2a,GHG_B1234_m2a,GHG_B5_m2a,GHG_B67_m2a,GHG_C12_m2a,GHG_C34_m2a,GHG_D_m2a,GHG_sum_em,GHG_sum_op,GHG_sum_em_m2a,GHG_sum_op_m2a,GHG_A1,GHG_A2,GHG_A3,GHG_A4,GHG_A5,GHG_B1,GHG_B2,GHG_B3,GHG_B4,GHG_B5,GHG_B6,GHG_B7,GHG_C1,GHG_C2,GHG_C3,GHG_C4,GHG_D,GHG_A1_m2a,GHG_A2_m2a,GHG_A3_m2a,GHG_A4_m2a,GHG_A5_m2a,GHG_B1_m2a,GHG_B2_m2a,GHG_B3_m2a,GHG_B4_m2a,GHG_B6_m2a,GHG_B7_m2a,GHG_C1_m2a,GHG_C2_m2a,GHG_C3_m2a,GHG_C4_m2a,GHG_A123,GHG_A45,GHG_A12345,GHG_B1234,GHG_B12345,GHG_B67,GHG_B1234567,GHG_C12,GHG_C34,GHG_C1234,GHG_C34_D,GHG_C1234_D,GHG_A12345_m2a,GHG_B12345_m2a,GHG_B1234567_m2a,GHG_C1234_m2a,GHG_C34_D_m2a,GHG_C1234_D_m2a,GHG_P1_sum_m2a,GHG_P1_A123_m2a,GHG_P1_A45_m2a,GHG_P1_B1234_m2a,GHG_P1_B5_m2a,GHG_P1_C12_m2a,GHG_P1_C34_m2a,GHG_P1_D_m2a,GHG_P2_sum_m2a,GHG_P2_A123_m2a,GHG_P2_A45_m2a,GHG_P2_B1234_m2a,GHG_P2_B5_m2a,GHG_P2_C12_m2a,GHG_P2_C34_m2a,GHG_P2_D_m2a,GHG_P34_sum_m2a,GHG_P34_A123_m2a,GHG_P34_A45_m2a,GHG_P34_B1234_m2a,GHG_P34_B5_m2a,GHG_P34_C12_m2a,GHG_P34_C34_m2a,GHG_P34_D_m2a,GHG_P4_sum_m2a,GHG_P4_A123_m2a,GHG_P4_A45_m2a,GHG_P4_B1234_m2a,GHG_P4_B5_m2a,GHG_P4_C12_m2a,GHG_P4_C34_m2a,GHG_P4_D_m2a,GHG_P56_sum_m2a,GHG_P56_A123_m2a,GHG_P56_A45_m2a,GHG_P56_B1234_m2a,GHG_P56_B5_m2a,GHG_P56_C12_m2a,GHG_P56_C34_m2a,GHG_P56_D_m2a,GHG_P78_sum_m2a,GHG_P78_A123_m2a,GHG_P78_A45_m2a,GHG_P78_B1234_m2a,GHG_P78_B5_m2a,GHG_P78_C12_m2a,GHG_P78_C34_m2a,GHG_P78_D_m2a,GHG_A123_m2a_APEN,GHG_A45_m2a_APEN,GHG_B1234_m2a_APEN,GHG_B5_m2a_APEN,GHG_B67_m2a_APEN,GHG_C12_m2a_APEN,GHG_C34_m2a_APEN,GHG_D_m2a_APEN,GHG_sum_em_m2a_APEN,GHG_sum_op_m2a_APEN
CSTB80,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,172,n/a,0-5000,0,2,0,frame wood,Gable or saddle roof,n/a,3,n/a,13.1,n/a,"Timber, wood",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,104617.1,n/a,12.16477907,0.9142,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.253381395,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.698895349,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.45267093,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.97154186,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.205645349,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.58,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB81,CSTB,Residential,Multi-family house,New Built,France,n/a,n/a,2015-2019,n/a,France,801,n/a,0-5000,25.25,3,0,frame concrete,Flat roof,n/a,3,n/a,59.5,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,571578.79,n/a,14.27163021,0.9282,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.823921598,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.185588514,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.101854432,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.430306117,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.559360799,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.6398402,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB82,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,99,n/a,0-5000,1.94,1,0,frame concrete,Single pitched roof,n/a,3,n/a,61.6,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,67191.29,n/a,13.57399798,1.0771,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.146026263,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.151018182,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.046890909,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.536082828,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.66,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.58,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB83,CSTB,Residential,Multi-family house,New Built,France,n/a,n/a,2015-2019,n/a,France,749,n/a,0-5000,0,0,0,frame concrete/wood,Flat roof,n/a,2,n/a,33.2,n/a,Other,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,413320.91,n/a,11.03660641,2.4552,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.513915354,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.762998932,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.439537784,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.442136716,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.836579439,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.639760748,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB84,CSTB,Residential,Multi-family house,New Built,France,n/a,n/a,2015-2019,n/a,France,770,n/a,0-5000,0,0,0,frame concrete/wood,Flat roof,n/a,2,n/a,37.1,n/a,Other,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,439911.02,n/a,11.42626026,2.7751,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.513713506,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.943177403,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.524738701,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.412978442,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.994748052,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.639983377,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB85,CSTB,Residential,Multi-family house,New Built,France,n/a,n/a,2015-2019,n/a,France,1745,n/a,0-5000,71.5,3,0,massive concrete,Flat roof,n/a,2,n/a,n/a,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1353781.9,n/a,15.51612493,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.468820172,n/a,n/a,n/a,n/a,n/a,n/a,n/a,7.43923255,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.09478086,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.846221891,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.804722063,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.604148997,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB86,CSTB,Residential,Multi-family house,New Built,France,n/a,n/a,2015-2019,n/a,France,1015,n/a,0-5000,30.96,3,1,massive concrete,Gable or saddle roof,n/a,2,n/a,n/a,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,603702.1,n/a,11.89560788,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.218674089,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.080293005,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.680754286,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.56,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.64,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB87,CSTB,Residential,Multi-family house,New Built,France,n/a,n/a,2015-2019,n/a,France,1053,n/a,0-5000,31.08,0,0,massive brick,Flat roof,n/a,2,n/a,n/a,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,621791.47,n/a,11.80990446,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.142667616,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.080882621,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.680668186,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.56,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.64,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB88,CSTB,Residential,Multi-family house,New Built,France,n/a,n/a,2015-2019,n/a,France,1389,n/a,0-5000,44.11,0,0,massive brick,Flat roof,n/a,2,n/a,n/a,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,815216.03,n/a,11.73817178,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.142509431,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.079337077,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.680662203,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.56,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.64,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB89,CSTB,Residential,Multi-family house,New Built,France,n/a,n/a,2015-2019,n/a,France,775,n/a,0-5000,24.96,3,0,massive brick,Gable or saddle roof,n/a,2,n/a,n/a,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,461851.88,n/a,11.91875819,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.456784258,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.77187071,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.680683613,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.56,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.64,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB90,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,340,n/a,0-5000,7.4,3,0,massive brick,Gable or saddle roof,n/a,2,n/a,n/a,n/a,"Ceramics (e.g., fired clay bricks)",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,205794.31,n/a,12.10554765,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.606837059,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.181881765,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.03765,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.578105294,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.66,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.58,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB91,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,612,n/a,0-5000,12.83,3,0,massive brick,Gable or saddle roof,n/a,2,n/a,n/a,n/a,"Ceramics (e.g., fired clay bricks)",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,371790.27,n/a,12.15000882,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.606665686,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.181788235,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.03700817,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.578094771,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.66,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.58,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB92,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,397,n/a,0-5000,7.64,3,0,massive brick,Gable or saddle roof,n/a,2,n/a,n/a,n/a,"Ceramics (e.g., fired clay bricks)",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,241233.92,n/a,12.15284232,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.613065995,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.181887657,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.036932997,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.578087657,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.66,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.58,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB93,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,346.96,n/a,0-5000,13,2,0,frame wood,Gable or saddle roof,n/a,3,n/a,57.9,n/a,"Timber, wood",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,194965.81,n/a,11.23851798,13.6497,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.399515794,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.457144339,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.051729306,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.482273461,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.267510952,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.58,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB94,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,373.39,n/a,0-5000,15,2,0,frame wood,Gable or saddle roof,n/a,3,n/a,56,n/a,"Timber, wood",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,202862.18,n/a,10.86596749,13.188,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.39422052,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.256663542,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.921666354,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.471793031,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.241304266,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.58,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
